"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-02-19",,"50","27"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-02-20",,"50","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-02-21",,"43","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-02-22",,"41","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-02-23",,"43","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-02-24",,"49","28"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-02-25",,"39","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-02-26",,"36","21"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-02-27",,"34","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-02-28",,"46","32"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-01",,"43","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-02",,"40","28"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-03",,"41","28"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-04",,"41","31"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-05",,"48","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-06",,"47","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-07",,"50","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-08",,"54","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-09",,"40","23"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-10",,"40","21"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-11",,"41","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-12",,"48","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-13",,"61","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-14",,"59","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-15",,"54","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-16",,"52","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-17",,"62","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-18",,"58","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-19",,"50","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-20",,"51","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-21",,"60","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-22",,"52","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-23",,"53","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-24",,"49","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-25",,"56","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-26",,"62","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-27",,"55","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-28",,"52","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-29",,"55","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-30",,"48","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-03-31",,"55","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-01",,"54","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-02",,"50","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-03",,"49","32"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-04",,"67","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-05",,"40","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-06",,"44","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-07",,"60","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-08",,"46","36"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-09",,"55","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-10",,"54","36"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-11",,"55","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-12",,"54","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-13",,"57","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-14",,"56","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-15",,"57","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-16",,"63","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-17",,"55","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-18",,"63","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-19",,"61","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-20",,"71","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-21",,"57","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-22",,"75","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-23",,"63","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-24",,"60","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-25",,"64","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-26",,"67","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-27",,"62","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-28",,"72","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-29",,"61","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-04-30",,"58","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-01",,"62","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-02",,"52","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-03",,"66","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-04",,"69","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-05",,"63","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-06",,"70","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-07",,"70","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-08",,"67","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-09",,"63","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-10",,"56","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-11",,"58","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-12",,"60","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-13",,"73","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-14",,"64","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-15",,"71","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-16",,"71","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-17",,"66","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-18",,"81","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-19",,"62","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-20",,"75","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-21",,"75","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-22",,"78","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-23",,"70","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-24",,"73","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-25",,"73","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-26",,"62","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-27",,"66","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-28",,"64","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-29",,"71","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-30",,"75","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-05-31",,"84","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-01",,"79","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-02",,"73","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-03",,"79","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-04",,"79","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-05",,"75","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-06",,"78","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-07",,"88","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-08",,"91","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-09",,"73","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-10",,"72","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-11",,"75","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-12",,"73","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-13",,"70","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-14",,"76","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-15",,"80","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-16",,"79","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-17",,"83","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-18",,"85","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-19",,"91","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-20",,"93","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-21",,"73","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-22",,"76","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-23",,"79","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-24",,"75","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-25",,"80","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-26",,"79","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-27",,"71","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-28",,"68","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-29",,"72","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-06-30",,"75","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-01",,"77","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-02",,"81","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-03",,"78","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-04",,"80","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-05",,"78","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-06",,"80","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-07",,"80","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-08",,"84","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-09",,"75","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-10",,"79","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-11",,"78","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-12",,"79","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-13",,"82","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-14",,"89","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-15",,"97","79"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-16",,"86","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-17",,"82","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-18",,"83","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-19",,"89","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-20",,"88","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-21",,"82","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-22",,"85","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-23",,"85","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-24",,"90","78"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-25",,"89","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-26",,"85","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-27",,"90","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-28",,"85","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-29",,"87","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-30",,"92","79"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-07-31",,"86","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-01",,"90","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-02",,"88","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-03",,"86","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-04",,"93","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-05",,"88","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-06",,"77","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-07",,"79","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-08",,"81","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-09",,"81","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-10",,"80","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-11",,"84","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-12",,"89","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-13",,"90","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-14",,"86","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-15",,"86","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-16",,"92","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-17",,"90","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-18",,"93","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-19",,"84","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-20",,"86","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-21",,"90","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-22",,"89","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-23",,"81","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-24",,"94","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-25",,"80","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-26",,"79","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-27",,"83","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-28",,"80","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-29",,"80","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-30",,"85","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-08-31",,"81","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-01",,"89","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-02",,"81","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-03",,"80","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-04",,"80","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-05",,"82","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-06",,"84","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-07",,"81","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-08",,"80","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-09",,"76","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-10",,"77","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-11",,"72","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-12",,"73","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-13",,"81","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-14",,"89","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-15",,"74","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-16",,"73","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-17",,"71","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-18",,"77","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-19",,"72","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-20",,"75","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-21",,"76","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-22",,"73","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-23",,"62","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-24",,"66","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-25",,"68","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-26",,"66","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-27",,"73","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-28",,"75","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-29",,"69","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-09-30",,"71","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-01",,"70","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-02",,"82","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-03",,"75","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-04",,"72","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-05",,"74","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-06",,"85","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-07",,"64","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-08",,"73","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-09",,"67","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-10",,"69","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-11",,"71","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-12",,"79","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-13",,"79","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-14",,"72","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-15",,"63","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-16",,"60","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-17",,"63","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-18",,"66","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-19",,"69","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-20",,"72","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-21",,"70","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-22",,"62","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-23",,"72","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-24",,"70","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-25",,"65","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-26",,"60","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-27",,"68","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-28",,"69","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-29",,"61","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-30",,"59","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-10-31",,"57","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-01",,"62","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-02",,"69","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-03",,"72","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-04",,"56","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-05",,"48","36"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-06",,"49","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-07",,"55","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-08",,"51","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-09",,"44","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-10",,"54","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-11",,"64","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-12",,"62","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-13",,"42","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-14",,"51","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-15",,"54","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-16",,"43","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-17",,"46","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-18",,"48","32"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-19",,"48","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-20",,"49","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-21",,"56","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-22",,"46","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-23",,"46","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-24",,"44","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-25",,"41","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-26",,"48","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-27",,"54","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-28",,"65","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-29",,"37","32"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-11-30",,"39","27"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-01",,"50","36"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-02",,"49","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-03",,"54","31"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-04",,"52","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-05",,"50","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-06",,"50","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-07",,"43","31"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-08",,"39","28"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-09",,"39","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-10",,"34","18"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-11",,"26","17"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-12",,"29","18"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-13",,"30","22"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-14",,"46","24"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-15",,"44","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-16",,"39","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-17",,"44","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-18",,"41","31"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-19",,"36","25"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-20",,"28","20"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-21",,"33","20"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-22",,"37","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-23",,"38","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-24",,"36","28"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-25",,"38","28"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-26",,"36","25"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-27",,"34","23"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-28",,"40","27"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-29",,"40","28"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-30",,"39","27"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1995-12-31",,"42","30"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","1996-01-01",,"43","36"
