STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,reportType,HourlySkyConditions,HourlyVisibility,HourlyPresentWeatherType,HourlyDryBulbTemperatureF,HourlyDryBulbTemperatureC,HourlyWetBulbTemperatureF,HourlyWetBulbTemperatureC,HourlyDewPointTemperatureF,HourlyDewPointTemperatureC,HourlyRelativeHumidity,HourlyWindSpeed,HourlyWindDirection,HourlyWindGustSpeed,HourlyStationPressure,HourlyPressureTendency,HourlyPressureChange,HourlySeaLevelPressure,HourlyPrecipitation,HourlyAltimeterSetting,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyAverageDryBulbTemperature,DailyDepartureFromNormalAverageTemperature,DailyAverageRelativeHumidity,DailyAverageDewPointTemperature,DailyAverageWetBulbTemperature,DailyHeatingDegreeDays,DailyCoolingDegreeDays,DailySunrise,DailySunset,DailyPrecipitation,DailySnowfall,DailySnowDepth,DailyAverageStationPressure,DailyAverageSeaLevelPressure,DailyAverageWindSpeed,DailyPeakWindSpeed,PeakWindDirection,DailySustainedWindSpeed,DailySustainedWindDirection,MonthlyMaximumTemperature,MonthlyMinimumTemperature,MonthlyMeanTemperature,MonthlyAverageRH,MonthlyDewpointTemperature,MonthlyWetBulb,MonthlyHeatingDegreeDays,MonthlyCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyTotalLiquidPrecipitation,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDD,MonthlyDepartureFromNormalCoolingDD
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-08 12:51,FM-15,OVC:08 17,10.00,,28,-2.2,25,-3.9,19,-7.2,69,15,040,,29.46,,,30.21,,30.18,,,,,,,,,,1216,2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-08 13:51,FM-15,OVC:08 21,10.00,,29,-1.7,25,-3.6,18,-7.8,63,9,050,,29.46,,,30.21,,30.18,,,,,,,,,,1216,2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-08 14:51,FM-15,SCT:04 18 BKN:07 27,10.00,,28,-2.2,25,-4.0,18,-7.8,66,8,040,,29.46,8,+0.00,30.21,,30.18,,,,,,,,,,1216,2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-08 15:51,FM-15,FEW:02 18 BKN:07 30,10.00,,28,-2.2,25,-4.0,18,-7.8,66,9,050,,29.47,,,30.21,,30.19,,,,,,,,,,1216,2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-08 16:51,FM-15,FEW:02 32 SCT:04 250,10.00,,28,-2.2,25,-4.1,17,-8.3,63,7,060,,29.46,,,30.21,,30.18,,,,,,,,,,1216,2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-08 17:51,FM-15,SCT:04 31,10.00,,26,-3.3,23,-5.1,16,-8.9,66,5,060,,29.48,3,-0.02,30.23,,30.20,,,,,,,,,,1216,2350,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-08 18:51,FM-15,BKN:07 28,10.00,,26,-3.3,23,-5.1,16,-8.9,66,3,050,,29.51,,,30.25,,30.23,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-08 19:51,FM-15,FEW:02 26,10.00,,25,-3.9,22,-5.3,17,-8.3,72,0,000,,29.51,,,30.26,,30.23,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-08 20:51,FM-15,CLR:00,10.00,,24,-4.4,21,-5.8,16,-8.9,71,0,000,,29.52,3,-0.01,30.27,,30.24,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-08 21:51,FM-15,CLR:00,10.00,,22,-5.6,20,-6.6,16,-8.9,78,0,000,,29.52,,,30.27,,30.24,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-08 22:51,FM-15,CLR:00,10.00,,22,-5.6,20,-6.6,16,-8.9,78,0,000,,29.51,,,30.26,,30.23,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-08 23:51,FM-15,CLR:00,8.00,,21,-6.1,19,-7.2,15,-9.4,78,0,000,,29.50,8,+0.02,30.25,,30.22,38,21,30,-5.4,,,,35,0,1214,2351,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-08 23:59,SOD,,,,,,,,,,,,,,,,,,,,38,21,30,-5.4,71,,31,35,0,1214,2351,0.02,0.3,2,29,30,10,29,010,23,040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 00:51,FM-15,CLR:00,9.00,,22,-5.6,20,-6.6,16,-8.9,78,3,220,,29.50,,,30.25,,30.22,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 01:51,FM-15,CLR:00,9.00,,22,-5.6,20,-6.8,15,-9.4,75,5,250,,29.49,,,30.25,,30.21,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 02:51,FM-15,CLR:00,8.00,,22,-5.6,20,-6.8,15,-9.4,75,6,250,,29.48,8,+0.02,30.23,,30.20,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 03:51,FM-15,CLR:00,7.00,,21,-6.1,19,-7.2,15,-9.4,78,6,250,,29.48,,,30.23,,30.20,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 04:51,FM-15,CLR:00,6.00,HZ:7 |FU:05 |HZ:05,20,-6.7,18,-7.5,15,-9.4,81,6,250,,29.48,,,30.23,,30.20,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 05:51,FM-15,FEW:02 250,6.00,HZ:7 |FU:05 |HZ:05,20,-6.7,18,-7.7,14,-10.0,78,5,240,,29.47,8,+0.00,30.22,,30.19,,,,,,,,,,1214,2351,0.01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 06:51,FM-15,FEW:02 100 BKN:07 250,6.00,HZ:7 |FU:05 |HZ:05,21,-6.1,19,-7.2,15,-9.4,78,6,240,,29.48,,,30.24,,30.20,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 07:51,FM-15,FEW:02 100 SCT:04 250,9.00,,24,-4.4,21,-5.8,16,-8.9,71,6,220,,29.47,,,30.22,,30.19,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 08:51,FM-15,FEW:02 100 SCT:04 250,10.00,,28,-2.2,24,-4.2,16,-8.9,60,10,240,,29.46,8,+0.01,30.22,,30.18,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 09:51,FM-15,BKN:07 230,10.00,,31,-0.6,27,-2.9,17,-8.3,56,10,240,,29.43,,,30.18,,30.15,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 10:51,FM-15,SCT:04 150 BKN:07 220,10.00,,33,0.6,28,-2.1,16,-8.9,49,17,230,,29.42,,,30.17,,30.14,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 11:51,FM-15,SCT:04 150 BKN:07 200,10.00,,35,1.7,30,-1.2,16,-8.9,46,14,240,,29.38,6,+0.08,30.13,,30.10,,,,,,,,,,1214,2351,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 12:51,FM-15,SCT:04 150 BKN:07 200,10.00,,36,2.2,31,-0.5,21,-6.1,55,14,200,22,29.33,,,30.07,,30.05,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 13:51,FM-15,BKN:07 150 BKN:07 250,10.00,,37,2.8,32,0.0,22,-5.6,54,18,220,30,29.29,,,30.03,,30.01,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 14:51,FM-15,BKN:07 150 OVC:08 250,10.00,,37,2.8,32,0.1,23,-5.0,57,15,220,26,29.25,6,+0.13,30.00,,29.97,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 15:51,FM-15,BKN:07 150 OVC:08 250,10.00,,38,3.3,33,0.7,25,-3.9,60,17,220,25,29.22,,,29.96,,29.94,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 16:51,FM-15,BKN:07 150 OVC:08 250,10.00,,38,3.3,34,0.9,26,-3.3,62,15,210,23,29.18,,,29.93,,29.90,,,,,,,,,,1214,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 17:51,FM-15,SCT:04 150 OVC:08 250,10.00,,39,3.9,35,1.5,28,-2.2,65,18,210,26,29.14,8,+0.11,29.88,,29.86,,,,,,,,,,1214,2351,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 18:51,FM-15,BKN:07 150 OVC:08 250,10.00,,40,4.4,36,2.0,29,-1.7,65,17,220,26,29.13,,,29.86,,29.84,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 19:51,FM-15,BKN:07 150 OVC:08 250,10.00,,41,5.0,37,2.5,30,-1.1,65,16,230,29,29.13,,,29.86,,29.84,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 20:51,FM-15,SCT:04 150 OVC:08 250,10.00,,41,5.0,37,2.5,30,-1.1,65,15,230,24,29.11,6,+0.03,29.85,,29.83,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 21:51,FM-15,SCT:04 150 OVC:08 230,10.00,,41,5.0,36,2.4,29,-1.7,62,18,230,28,29.08,,,29.82,,29.80,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 22:51,FM-15,BKN:07 150 OVC:08 220,10.00,,41,5.0,36,2.4,29,-1.7,62,21,230,30,29.05,,,29.79,,29.77,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 23:51,FM-15,BKN:07 120 OVC:08 200,10.00,,42,5.6,37,2.8,29,-1.7,60,18,230,28,29.04,6,+0.08,29.76,,29.75,42,19,30,-5.8,,,,35,0,1213,2352,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-09 23:59,SOD,,,,,,,,,,,,,,,,,,,,42,19,30,-5.8,64,,32,35,0,1213,2352,,,2,29,30,12,33,230,24,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 00:51,FM-15,SCT:04 110 OVC:08 200,10.00,,41,5.0,36,2.4,29,-1.7,62,17,240,22,29.02,,,29.75,,29.73,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 01:51,FM-15,BKN:07 120 OVC:08 200,10.00,,41,5.0,36,2.4,29,-1.7,62,15,250,,29.02,,,29.75,,29.73,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 02:51,FM-15,SCT:04 65 BKN:07 95 OVC:08 200,10.00,,42,5.6,37,2.8,29,-1.7,60,15,250,22,28.99,8,+0.04,29.72,,29.70,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 03:51,FM-15,BKN:07 100 OVC:08 200,10.00,,42,5.6,37,2.8,29,-1.7,60,13,250,,28.99,,,29.72,,29.70,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 04:51,FM-15,SCT:04 100 BKN:07 200 OVC:08 250,10.00,,41,5.0,36,2.4,29,-1.7,62,14,240,,28.98,,,29.70,,29.69,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 05:51,FM-15,SCT:04 100 BKN:07 200,10.00,,40,4.4,36,2.0,29,-1.7,65,11,240,,28.99,5,+0.00,29.71,,29.70,,,,,,,,,,1213,2352,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 06:51,FM-15,FEW:02 100 SCT:04 200 BKN:07 250,10.00,,41,5.0,37,2.5,30,-1.1,65,10,240,,28.99,,,29.71,,29.70,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 07:51,FM-15,FEW:02 120 BKN:07 250,10.00,,43,6.1,38,3.3,30,-1.1,60,11,240,,28.98,,,29.70,,29.69,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 08:51,FM-15,BKN:07 250,10.00,,46,7.8,40,4.6,31,-0.6,56,14,250,,28.98,7,+0.01,29.70,,29.69,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 09:51,FM-15,BKN:07 250,10.00,,48,8.9,42,5.4,31,-0.6,52,17,250,24,28.97,,,29.70,,29.68,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 10:51,FM-15,BKN:07 250,10.00,,49,9.4,43,6.0,33,0.6,55,14,250,22,28.97,,,29.69,,29.68,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 11:51,FM-15,BKN:07 250,10.00,,50,10.0,43,6.4,33,0.6,52,15,250,,28.95,8,+0.03,29.67,,29.66,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 12:51,FM-15,FEW:02 180 BKN:07 250,10.00,,52,11.1,45,7.2,33,0.6,49,14,240,,28.94,,,29.66,,29.65,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 13:51,FM-15,BKN:07 250,10.00,,53,11.7,46,7.7,34,1.1,48,13,240,,28.92,,,29.64,,29.63,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 14:51,FM-15,BKN:07 250,10.00,,51,10.6,44,6.9,34,1.1,52,16,230,21,28.93,5,+0.02,29.65,,29.64,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 15:51,FM-15,OVC:08 250,10.00,,51,10.6,45,7.0,35,1.7,54,8,240,,28.93,,,29.64,,29.64,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 16:51,FM-15,OVC:08 250,10.00,,50,10.0,44,6.6,35,1.7,57,13,250,,28.94,,,29.66,,29.65,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 17:51,FM-15,BKN:07 250,10.00,,49,9.4,43,6.3,36,2.2,61,10,250,18,28.95,3,-0.01,29.67,,29.66,,,,,,,,,,1213,2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 18:51,FM-15,BKN:07 250,10.00,,47,8.3,42,5.6,36,2.2,66,7,250,,28.97,,,29.69,,29.68,,,,,,,,,,1211,2354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 19:51,FM-15,BKN:07 250,10.00,,44,6.7,40,4.4,35,1.7,71,6,260,,28.96,,,29.68,,29.67,,,,,,,,,,1211,2354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 20:51,FM-15,BKN:07 220 OVC:08 250,10.00,,44,6.7,40,4.4,35,1.7,71,7,260,,28.96,1,-0.01,29.68,,29.67,,,,,,,,,,1211,2354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 21:51,FM-15,BKN:07 200,10.00,,44,6.7,40,4.4,35,1.7,71,3,260,,28.96,,,29.68,,29.67,,,,,,,,,,1211,2354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 22:51,FM-15,BKN:07 230,10.00,,42,5.6,39,3.8,35,1.7,76,5,280,,28.95,,,29.67,,29.66,,,,,,,,,,1211,2354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 23:51,FM-15,BKN:07 130 BKN:07 250,10.00,,42,5.6,39,3.8,35,1.7,76,5,280,,28.95,5,+0.01,29.67,,29.66,53,40,46,9.8,,,,19,0,1211,2354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-10 23:59,SOD,,,,,,,,,,,,,,,,,,,,53,40,46,9.8,61,,33,19,0,1211,2354,,,1,29,30,11,28,260,21,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-11 00:51,FM-15,BKN:07 130 BKN:07 250,10.00,,41,5.0,38,3.2,34,1.1,76,5,250,,28.95,,,29.66,,29.66,,,,,,,,,,1211,2354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-11 01:51,FM-15,OVC:08 130,10.00,,41,5.0,38,3.2,34,1.1,76,0,000,,28.94,,,29.65,,29.65,,,,,,,,,,1211,2354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,2014-03-11 02:51,FM-15,OVC:08 130,10.00,,41,5.0,37,3.0,33,0.6,73,3,300,,28.93,8,+0.02,29.65,,29.64,,,,,,,,,,1211,2354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
